含大露台，三房朝南，两卫，简单装修。得房率高,107103529520,云锦新苑,https://sh.ke.com/xiaoqu/5011000001647/,高楼层(共6层)|2006年建|4室2厅|91.01平米|南,185,万,单价20328元/平米,38人关注/2月前发布,浦东,bp0ep200,l4
中间楼层大四房，毛坯房装修灵活，有钥匙随时可看,107001749993,丽泽荷亭苑,https://sh.ke.com/xiaoqu/5011000012186/,中楼层(共6层)|2009年建|4室2厅|124.25平米|南,228,万,单价18351元/平米,342人关注/3年前发布,浦东,bp200ep250,l4
房东诚心出售，满五税费少，四开间朝南，采光通风好,107103084596,农场路16号,https://sh.ke.com/xiaoqu/5011102206576/,高楼层(共4层)|1991年建|4室2厅|86.7平米|南,210,万,单价24222元/平米,12人关注/6月前发布,浦东,bp200ep250,l4
近地铁带阁楼装修好，满五*税少拎包入住,107103270143,供佳花苑,https://sh.ke.com/xiaoqu/5016295369388158/,高楼层(共6层)4室2厅|123.81平米|南,335,万,单价27058元/平米,133人关注/5月前发布,浦东,bp300ep400,l4
近地铁，满五年*，顶楼复式，自主装修,107102881856,供佳花苑,https://sh.ke.com/xiaoqu/5016295369388158/,高楼层(共5层)4室2厅|134.66平米|南北,350,万,单价25992元/平米,48人关注/8月前发布,浦东,bp300ep400,l4
带阁楼和阳光房，南北格局好。诚心出售看房方便,107103707656,博佳花园,https://sh.ke.com/xiaoqu/5011000013028/,高楼层(共6层)|2004年建|4室2厅|128平米|南,350,万,单价27344元/平米,17人关注/24天前发布,浦东,bp300ep400,l4
精装修，拎包入住，带阁楼，有露台，不满五年,107103576430,博佳花园,https://sh.ke.com/xiaoqu/5011000013028/,高楼层(共6层)|2004年建|4室2厅|127.67平米|南,360,万,单价28198元/平米,20人关注/1月前发布,浦东,bp300ep400,l4
天健萃园4室2厅南北,107103690207,天健萃园,https://sh.ke.com/xiaoqu/5010930658749497/,中楼层(共5层)4室2厅|119.56平米|南北,360,万,单价30111元/平米,0人关注/28天前发布,浦东,bp300ep400,l4
临港新片区+露台+电梯+顶楼复式+尽享丝滑享受,107103290164,祥安兰苑,https://sh.ke.com/xiaoqu/5011000002268/,高楼层(共12层)|2008年建|4室2厅|173.4平米|南北,360,万,单价20762元/平米,43人关注/4月前发布,浦东,bp300ep400,l4
艺泰安邦，户型方正，全明户型，布局合理，看房方便,107103139840,艺泰安邦,https://sh.ke.com/xiaoqu/5011000012807/,低楼层(共18层)|2007年建|4室2厅|160.15平米|南北,378,万,单价23603元/平米,35人关注/6月前发布,浦东,bp300ep400,l4
挑高客厅带阁楼大露台买一层得2层诚意出售,107102826170,博佳花园,https://sh.ke.com/xiaoqu/5011000013028/,高楼层(共6层)|2004年建|4室2厅|125.96平米|南,342,万,单价27152元/平米,42人关注/8月前发布,浦东,bp300ep400,l4
诚心出售，税费少，大四方，少有套间户型,107103738911,艺泰安邦,https://sh.ke.com/xiaoqu/5011000012807/,低楼层(共18层)|2011年建|4室2厅|137.29平米|南,350,万,单价25494元/平米,0人关注/18天前发布,浦东,bp300ep400,l4
大四房精装修中间楼层隔音效果好,107103644247,妙境路715弄,https://sh.ke.com/xiaoqu/5011000019996/,中楼层(共6层)|1995年建|4室2厅|164.04平米|南,460,万,单价28042元/平米,26人关注/1月前发布,浦东,bp400ep500,l4
原始大四房景观楼层视野好看房随时,107103456028,汇锦城三期,https://sh.ke.com/xiaoqu/5020026983416680/,高楼层(共18层)|2011年建|4室2厅|140平米|南北,500,万,单价35715元/平米,87人关注/3月前发布,浦东,bp400ep500,l4
汇锦城大四房毛坯好改动南北户型业主诚意出售,107102792982,汇锦城二期,https://sh.ke.com/xiaoqu/5011000010599/,低楼层(共18层)|2012年建|4室2厅|140.21平米|南,405,万,单价28886元/平米,97人关注/9月前发布,浦东,bp400ep500,l4
满五年*，复式大四房，采光视野，临河不靠路,107103551158,金枫公寓,https://sh.ke.com/xiaoqu/5011000013602/,高楼层(共6层)|2004年建|4室2厅|152.71平米|南,488,万,单价31956元/平米,61人关注/2月前发布,浦东,bp400ep500,l4
精装大三房，单价便宜，诚心推荐,107103405255,新川苑,https://sh.ke.com/xiaoqu/5011000001420/,高楼层(共6层)|2000年建|4室2厅|150.76平米|南,490,万,单价32502元/平米,35人关注/3月前发布,浦东,bp400ep500,l4
艺泰安帮业主诚心卖看房子提前联系业主好说,107103096677,艺泰安邦,https://sh.ke.com/xiaoqu/5011000012807/,中楼层(共17层)|2008年建|4室2厅|161.89平米|南,430,万,单价26562元/平米,30人关注/6月前发布,浦东,bp400ep500,l4
中间楼层，视野开阔，南北通透，地铁近在咫尺,107001035439,爱盛家园,https://sh.ke.com/xiaoqu/5011000013026/,中楼层(共17层)|2009年建|4室2厅|165.96平米|暂无数据,460,万,单价27718元/平米,98人关注/3年前发布,浦东,bp400ep500,l4
复式电梯房，有露台，两层层高，业主诚心出售,107103378567,东升家园(三期),https://sh.ke.com/xiaoqu/5011000010267/,高楼层(共12层)|2006年建|4室2厅|147.53平米|南,460,万,单价31181元/平米,52人关注/4月前发布,浦东,bp400ep500,l4
艺泰安邦，户型方正，全明户型，布局合理，看房预约,107103603507,艺泰安邦,https://sh.ke.com/xiaoqu/5011000012807/,中楼层(共18层)|2007年建|4室2厅|160.15平米|南北,490,万,单价30597元/平米,3人关注/1月前发布,浦东,bp400ep500,l4
别墅，可做门面房，三开间三层加顶,107103608978,汇南村,https://sh.ke.com/xiaoqu/5011102206883/,低楼层(共3层)4室2厅|255平米|南,420,万,单价16471元/平米,5人关注/1月前发布,浦东,bp400ep500,l4
大四房，税费少，双阳台，诚心出售,107103715972,艺泰安邦,https://sh.ke.com/xiaoqu/5011000012807/,低楼层(共17层)|2008年建|4室2厅|161.89平米|南西北,410,万,单价25326元/平米,5人关注/22天前发布,浦东,bp400ep500,l4
业主诚意卖，南北户型，精装修,107103681636,乳山二村,https://sh.ke.com/xiaoqu/5011000016152/,高楼层(共6层)|1978年建|4室0厅|48.56平米|南,480,万,单价98847元/平米,8人关注/30天前发布,浦东,bp400ep500,l4
中央空调加地暖，双车位（租），六十多万美式装修,107103522814,布鲁斯小镇(绿地·皇家官邸),https://sh.ke.com/xiaoqu/5020035950181685/,中楼层(共18层)|2014年建|4室2厅|165.79平米|南北,555,万,单价33477元/平米,86人关注/2月前发布,浦东,bp500ep600,l4
汇锦城大四房，精装修保养好，次新商品房，南北通户型,107103598486,汇锦城三期,https://sh.ke.com/xiaoqu/5020026983416680/,中楼层(共17层)|2013年建|4室1厅|140.69平米|南,510,万,单价36250元/平米,46人关注/1月前发布,浦东,bp500ep600,l4
精装大四房，南北通户型、景观楼层,107103632914,汇锦城三期,https://sh.ke.com/xiaoqu/5020026983416680/,高楼层(共14层)|2014年建|4室2厅|138.29平米|南北,530,万,单价38326元/平米,37人关注/1月前发布,浦东,bp500ep600,l4
满五维一，南北通格局，视野宽阔，采光充足,107103526363,春港丽园(公寓),https://sh.ke.com/xiaoqu/5011000015115/,低楼层(共6层)|2000年建|4室1厅|116.53平米|南,600,万,单价51489元/平米,30人关注/2月前发布,浦东,bp500ep600,l4
南北通房间多露台上下两层举架高采光好交通便利,107103430964,安康新村,https://sh.ke.com/xiaoqu/5011000013961/,高楼层(共5层)|2004年建|4室2厅|84.39平米|南,550,万,单价65174元/平米,7人关注/3月前发布,浦东,bp500ep600,l4
此房满两年，精装修，户型方正，房东置换看房方便,107103361033,布鲁斯小镇(绿地·皇家官邸),https://sh.ke.com/xiaoqu/5020035950181685/,中楼层(共18层)|2013年建|4室2厅|171.44平米|南,580,万,单价33832元/平米,63人关注/4月前发布,浦东,bp500ep600,l4
河滨城市花园4室3厅地铁200米南有大地下室,107102929546,河滨城市花园,https://sh.ke.com/xiaoqu/5011000014215/,低楼层(共11层)|2006年建|4室3厅|89平米|南,579,万,单价65057元/平米,74人关注/7月前发布,浦东,bp500ep600,l4
原始大四房景观楼层视野好看房随时,107103456028,汇锦城三期,https://sh.ke.com/xiaoqu/5020026983416680/,高楼层(共18层)|2011年建|4室2厅|140平米|南北,500,万,单价35715元/平米,87人关注/3月前发布,浦东,bp500ep600,l4
满五年带大花园，精装修保养好，配套全,107103703809,汇锦城(一期),https://sh.ke.com/xiaoqu/5011102206844/,低楼层(共6层)|2011年建|4室2厅|175.16平米|南,600,万,单价34255元/平米,37人关注/25天前发布,浦东,bp500ep600,l4
东城二村上叠，业主诚意出售，小区环境优美,107103643343,东城花苑二村,https://sh.ke.com/xiaoqu/5011000011160/,低楼层(共3层)|2001年建|4室2厅|207.37平米|南,580,万,单价27970元/平米,40人关注/1月前发布,浦东,bp500ep600,l4
临港主城区保利地铁花园洋房，精装四房正南正北,107103686185,保利铃兰公馆,https://sh.ke.com/xiaoqu/5013622875794867/,低楼层(共8层)|2018年建|4室2厅|110平米|南北,590,万,单价53637元/平米,20人关注/29天前发布,浦东,bp500ep600,l4
精装修满五，户型方正，大四房南北通,107103681896,汇锦城二期,https://sh.ke.com/xiaoqu/5011000010599/,低楼层(共15层)|2012年建|4室2厅|140.59平米|南北,550,万,单价39121元/平米,11人关注/30天前发布,浦东,bp500ep600,l4
楼层格局好配套设施齐全交通便利南北通,107103348223,汇康公寓,https://sh.ke.com/xiaoqu/5011000012892/,中楼层(共9层)|2005年建|4室2厅|133.1平米|南北,590,万,单价44328元/平米,33人关注/4月前发布,浦东,bp500ep600,l4
绿地品质，联排别墅，有天有地有花园，看房提前预约,107103334603,布鲁斯小镇(二期)(别墅),https://sh.ke.com/xiaoqu/5020036130769236/,低楼层(共3层)|2011年建|4室2厅|142.09平米|南北,560,万,单价39412元/平米,61人关注/4月前发布,浦东,bp500ep600,l4
户型三房朝南，一房朝北。方正大户型。前排别墅,107103730520,东方冠郡二期,https://sh.ke.com/xiaoqu/5016389495337248/,低楼层(共18层)|2013年建|4室1厅|142.1平米|南北,546,万,单价38424元/平米,10人关注/19天前发布,浦东,bp500ep600,l4
毛坯空间大，中间楼层，户型好，配套方便,107103542906,汇锦城(一期),https://sh.ke.com/xiaoqu/5011102206844/,中楼层(共5层)|2011年建|4室2厅|182.54平米|南北,588,万,单价32213元/平米,15人关注/2月前发布,浦东,bp500ep600,l4
浦东颐景园4室2厅南,107103785627,浦东颐景园,https://sh.ke.com/xiaoqu/5011000019848/,高楼层(共14层)4室2厅|133.94平米|南,580,万,单价43303元/平米,4人关注/9天前发布,浦东,bp500ep600,l4
满五年，景观楼层，简单装修，南北通，3加一户型！,107103630502,东方冠郡二期,https://sh.ke.com/xiaoqu/5016389495337248/,中楼层(共18层)|2013年建|4室2厅|141.84平米|南北,588,万,单价41456元/平米,20人关注/1月前发布,浦东,bp500ep600,l4
临港自贸区下叠别墅，前后花园，满五年近万达,107103543907,蓝色城邦(别墅),https://sh.ke.com/xiaoqu/5011102206057/,低楼层(共2层)4室3厅|248.76平米|南北,570,万,单价22914元/平米,25人关注/2月前发布,浦东,bp500ep600,l4
余店长推荐！16号线别墅带大花园！小区安静位置好！,107103550767,南园坊,https://sh.ke.com/xiaoqu/5011000002725/,低楼层(共3层)|2004年建|4室1厅|245平米|南,520,万,单价21225元/平米,5人关注/2月前发布,浦东,bp500ep600,l4
