房子证满2年一梯两户四房户型方正公摊小得房率高,104105537111,宏宇绿色新都,https://wh.ke.com/xiaoqu/3711057383226/,高楼层(共6层)|2011年建|4室1厅|127.8平米|东南,185,万,单价14476元/平米,35人关注/4月前发布,江岸,bp0ep200,l4
三代同堂锦湖大四房生活交通学堂步行100米全满足,104105472421,锦湖金利花园一期,https://wh.ke.com/xiaoqu/378058655748240/,中楼层(共10层)|2010年建|4室2厅|141.82平米|南北,195,万,单价13750元/平米,2人关注/4月前发布,江岸,bp0ep200,l4
户型方正楼层好老证税低单价低,104105034648,吉祥大厦,https://wh.ke.com/xiaoqu/3713036143258640/,低楼层(共18层)|1998年建|4室1厅|116.49平米|南,189,万,单价16225元/平米,5人关注/6月前发布,江岸,bp0ep200,l4
京汉大道旁安静社区红艳村四室一厅一厨一卫,104104899563,安静社区红艳村,https://wh.ke.com/xiaoqu/3711060997532/,高楼层(共6层)|2007年建|4室1厅|82.63平米|南,125,万,单价15128元/平米,23人关注/7月前发布,江岸,bp0ep200,l4
店经理隆重推荐性价好房诚心出售,104104830786,云林街4号,https://wh.ke.com/xiaoqu/3718243983018371/,中楼层(共8层)|1985年建|4室1厅|139.32平米|北南东南,185,万,单价13279元/平米,33人关注/7月前发布,江岸,bp0ep200,l4
育才一村正规4房老证，诚心卖房，看房方便,104104677231,育才一村,https://wh.ke.com/xiaoqu/3711057030602/,中楼层(共8层)|1995年建|4室1厅|125.08平米|南,200,万,单价15990元/平米,21人关注/8月前发布,江岸,bp0ep200,l4
业主诚心出售+看房方便+户型好+采光充足,104104591149,锦湖金利花园一期,https://wh.ke.com/xiaoqu/378058655748240/,高楼层(共10层)|2010年建|4室2厅|141.82平米|东南,200,万,单价14103元/平米,11人关注/8月前发布,江岸,bp0ep200,l4
塔子湖次新小区，三房带阳台，景观楼层视野开阔,104104339273,星悦城华廷,https://wh.ke.com/xiaoqu/378689980026048/,高楼层(共33层)|2013年建|4室1厅|91.6平米|东南,188,万,单价20525元/平米,3人关注/10月前发布,江岸,bp0ep200,l4
此房满五年，四房，小区正中间楼栋，视野好，采光好,104103503041,汉口花园淡莲轩,https://wh.ke.com/xiaoqu/3711056421478/,低楼层(共11层)|2006年建|4室2厅|115.37平米|南,200,万,单价17336元/平米,37人关注/1年前发布,江岸,bp0ep200,l4
（链家优选）南北通透四室两厅，业主诚心出售,104103404624,百步亭金桥汇II期,https://wh.ke.com/xiaoqu/376829173124157/,低楼层(共34层)|2016年建|4室2厅|112.86平米|南北,200,万,单价17722元/平米,141人关注/1年前发布,江岸,bp0ep200,l4
通透四房，双地铁，交通便利，配套齐全，傍边有公园,104103238208,锦湖金利花园一期,https://wh.ke.com/xiaoqu/378058655748240/,中楼层(共10层)|2010年建|4室2厅|137.19平米|南北,190,万,单价13850元/平米,17人关注/1年前发布,江岸,bp0ep200,l4
公摊小一梯两户税少优质好房,104103224638,汇龙花园,https://wh.ke.com/xiaoqu/3711056701230/,中楼层(共6层)|2004年建|4室2厅|138.91平米|东南,195,万,单价14038元/平米,27人关注/1年前发布,江岸,bp0ep200,l4
地T口精装四房老证小区中间不临街不临桥诚心出售,104103211998,吉祥谷,https://wh.ke.com/xiaoqu/3711927014355019/,高楼层(共19层)|2005年建|4室2厅|134.02平米|南北,189,万,单价14103元/平米,10人关注/1年前发布,江岸,bp0ep200,l4
满五唯一，电梯房，楼层居中，视野开阔无遮挡,104103075461,御景东方,https://wh.ke.com/xiaoqu/3711056476273/,中楼层(共18层)|2007年建|4室1厅|87.83平米|西,136,万,单价15485元/平米,113人关注/1年前发布,江岸,bp0ep200,l4
唐家墩二环内电梯四房通透户型采光好环境好随时看,104102674000,蔡家田休养所,https://wh.ke.com/xiaoqu/3720022290000239/,高楼层(共6层)|1995年建|4室1厅|103.76平米|南,200,万,单价19276元/平米,8人关注/1年前发布,江岸,bp0ep200,l4
三号线地铁口罗家庄小区老证,104102111968,罗家庄社区,https://wh.ke.com/xiaoqu/3711057588405/,低楼层(共7层)|2000年建|4室2厅|56平米|南,108,万,单价19286元/平米,11人关注/1年前发布,江岸,bp0ep200,l4
通风采光好，采光优质户型方正交通便利,104101774882,江花商住楼,https://wh.ke.com/xiaoqu/3716029444747427/,中楼层(共8层)|1997年建|4室2厅|157.77平米|东,198,万,单价12550元/平米,0人关注/2年前发布,江岸,bp0ep200,l4
此房产证满两年，楼层顶楼复式，采光充足，全房带暖气,104105931497,怡和苑南区,https://wh.ke.com/xiaoqu/3711056506378/,高楼层(共6层)|2004年建|4室2厅|141.24平米|东南,192,万,单价13594元/平米,35人关注/1月前发布,江岸,bp0ep200,l4
同鑫花园景福苑4室2厅北南,104106012653,同鑫花园景福苑,https://wh.ke.com/xiaoqu/3711056525047/,高楼层(共6层)|2006年建|4室2厅|104.77平米|北南,185,万,单价17658元/平米,8人关注/28天前发布,江岸,bp0ep200,l4
新荣地铁口三房，看江楼层，视野开阔,104106007735,福星惠誉红桥城,https://wh.ke.com/xiaoqu/3711063181024/,高楼层(共36层)|2017年建|4室1厅|116.43平米|南,190,万,单价16319元/平米,3人关注/29天前发布,江岸,bp0ep200,l4
中间楼层老证育才行知交通便捷,104105836183,汇龙花园,https://wh.ke.com/xiaoqu/3711056701230/,中楼层(共6层)|2004年建|4室1厅|127.4平米|南北,186,万,单价14600元/平米,11人关注/1月前发布,江岸,bp0ep200,l4
温馨苑好房诚心出售价低房好全明户型方正,104105380933,温馨苑AB区,https://wh.ke.com/xiaoqu/3711056682650/,低楼层(共7层)|2005年建|4室1厅|124.3平米|南,185,万,单价14884元/平米,36人关注/4月前发布,江岸,bp0ep200,l4
老证税费低，通透板房户型，步梯房公摊小,104105066186,长湖地三村,https://wh.ke.com/xiaoqu/3720027800541465/,高楼层(共7层)4室2厅|70.04平米|南,95,万,单价13564元/平米,2人关注/6月前发布,江岸,bp0ep200,l4
小区位置好，有大型菜市场，旁边是育才可立,104104660617,圣诚阳光丽景,https://wh.ke.com/xiaoqu/3711063195011/,低楼层(共18层)|2014年建|4室2厅|55.59平米|南,83,万,单价14931元/平米,21人关注/8月前发布,江岸,bp0ep200,l4
锦湖小区大户型有50平院子随时看房,104104541592,锦湖金利花园一期,https://wh.ke.com/xiaoqu/378058655748240/,低楼层(共10层)|2010年建|4室2厅|139.76平米|东南,195,万,单价13953元/平米,35人关注/9月前发布,江岸,bp0ep200,l4
精装复式楼带大阳台，另带更衣室带暖气片。,104103095264,百胜春天,https://wh.ke.com/xiaoqu/3711057372680/,高楼层(共6层)|2007年建|4室2厅|94.63平米|南,189,万,单价19973元/平米,24人关注/1年前发布,江岸,bp0ep200,l4
