电梯房一室，70年产权，带天然气和阳台，老证,104105567125,百胜家想时代,https://wh.ke.com/xiaoqu/3710774469685418/,中楼层(共17层)|2004年建|1室1厅|44.13平米|东,64,万,单价14503元/平米,50人关注/3月前发布,江岸,bp0ep200,l1
蔡家田B区经典小户型看房有钥匙,104105805780,阳电里,https://wh.ke.com/xiaoqu/3711056995284/,高楼层(共8层)|1993年建|1室1厅|48.67平米|南北,65,万,单价13356元/平米,29人关注/2月前发布,江岸,bp0ep200,l1
大智小区五楼，大智路地铁口旁。,104105729156,大智小区,https://wh.ke.com/xiaoqu/3720023598064367/,中楼层(共8层)|2011年建|1室1厅|32.45平米|东,58.8,万,单价18121元/平米,21人关注/2月前发布,江岸,bp0ep200,l1
18年自住精装修高楼层采光好有钥匙看房方便,104105733930,银泰御华园三期,https://wh.ke.com/xiaoqu/377037134843736/,高楼层(共32层)|2017年建|1室1厅|42.64平米|南,105,万,单价24625元/平米,35人关注/2月前发布,江岸,bp0ep200,l1
此房开发商精装修，拎包入住，正规一室一厅，视野开阔,104105764850,融科天城三期,https://wh.ke.com/xiaoqu/3711059750355/,高楼层(共25层)|2012年建|1室1厅|48.11平米|西北,165,万,单价34297元/平米,4人关注/2月前发布,江岸,bp0ep200,l1
西马名仕二期户型方正配套齐全正规一室一厅,104105876721,西马名仕,https://wh.ke.com/xiaoqu/377468072842090/,高楼层(共33层)|2013年建|1室1厅|53.71平米|南北,135,万,单价25135元/平米,15人关注/1月前发布,江岸,bp0ep200,l1
小户型，总价低，户型方正无抵押,104105887407,百步亭花园世博园,https://wh.ke.com/xiaoqu/3711056923720/,高楼层(共7层)|2011年建|1室0厅|40.31平米|南,87,万,单价21583元/平米,14人关注/1月前发布,江岸,bp0ep200,l1
江汉路保成路一室一厅朝向好老证诚心卖,104105805478,保成路,https://wh.ke.com/xiaoqu/3711061023117/,中楼层(共6层)|2001年建|1室1厅|40.81平米|东,74.8,万,单价18329元/平米,17人关注/2月前发布,江岸,bp0ep200,l1
澳门银座1室0厅东南,104106092524,澳门银座,https://wh.ke.com/xiaoqu/377602269073955/,中楼层(共18层)|2007年建|1室0厅|39.13平米|东南,65,万,单价16612元/平米,6人关注/18天前发布,江岸,bp0ep200,l1
中城国际正规一室一厅全明户型老证,104105988976,中城国际,https://wh.ke.com/xiaoqu/3711060003923/,中楼层(共31层)|2012年建|1室1厅|47.48平米|西南,152,万,单价32014元/平米,6人关注/1月前发布,江岸,bp0ep200,l1
三阳路G出口小户型住宅楼澳门银座。,104105559150,澳门银座,https://wh.ke.com/xiaoqu/377602269073955/,中楼层(共18层)|2007年建|1室1厅|39.07平米|东北,68,万,单价17405元/平米,9人关注/3月前发布,江岸,bp0ep200,l1
京汉大道汇通路口小面积2房产权,104105735962,义祥里小区,https://wh.ke.com/xiaoqu/3720031097516529/,高楼层(共7层)1室1厅|40.17平米|西北,72,万,单价17924元/平米,18人关注/2月前发布,江岸,bp0ep200,l1
万科次新房看湖带燃气一房诚心出售,104105775321,万科金域湖庭,https://wh.ke.com/xiaoqu/3711063253943/,低楼层(共34层)|2016年建|1室1厅|48.45平米|南西,140,万,单价28896元/平米,25人关注/2月前发布,江岸,bp0ep200,l1
赵家条地铁口阳光充足交通方便,104105545039,城开天梨阁,https://wh.ke.com/xiaoqu/3716822553292815/,中楼层(共11层)|2004年建|1室1厅|29.89平米|东,66,万,单价22081元/平米,60人关注/3月前发布,江岸,bp0ep200,l1
市民之家旁，全新装修未住过，正规一室一厅，70年产权,104105632679,百步亭金桥汇II期,https://wh.ke.com/xiaoqu/376829173124157/,高楼层(共31层)|2016年建|1室1厅|60.61平米|东南,104,万,单价17159元/平米,38人关注/3月前发布,江岸,bp0ep200,l1
户型方正楼层好采光无遮挡，业主诚心卖老证无贷,104105544773,赏荷居,https://wh.ke.com/xiaoqu/3711100904998/,高楼层(共22层)|2002年建|1室1厅|52.23平米|东南,106,万,单价20295元/平米,2人关注/3月前发布,江岸,bp0ep200,l1
丹水池轻轨旁正规一室一厅有钥匙看房方便,104105858184,丹亭懿府,https://wh.ke.com/xiaoqu/3720050043913552/,高楼层(共34层)1室1厅|52.64平米|东南,92,万,单价17478元/平米,9人关注/1月前发布,江岸,bp0ep200,l1
地铁六号苗栗站台北沁园舒适一卧41平老证敞亮视野开阔,104105719769,台北沁园,https://wh.ke.com/xiaoqu/3711063322081/,中楼层(共26层)|2011年建|1室1厅|40.21平米|南,115,万,单价28600元/平米,42人关注/2月前发布,江岸,bp0ep200,l1
温馨苑CD区满五唯一一室一厅总价低95万,104105555819,温馨苑AB区,https://wh.ke.com/xiaoqu/3711056682650/,高楼层(共7层)|2005年建|1室1厅|53.33平米|南,95,万,单价17814元/平米,15人关注/3月前发布,江岸,bp0ep200,l1
花惠社区惠济路13号邮电宿舍对育才1小,104105888407,花惠社区,https://wh.ke.com/xiaoqu/3711544479150770/,低楼层(共6层)1室1厅|51.63平米|东南,170,万,单价32927元/平米,20人关注/1月前发布,江岸,bp0ep200,l1
看湖小户型，正规一室一厅格局，自住出租皆可,104105657437,天下国际公馆,https://wh.ke.com/xiaoqu/3711063318873/,高楼层(共28层)|2007年建|1室1厅|58.49平米|西南,108,万,单价18465元/平米,42人关注/3月前发布,江岸,bp0ep200,l1
黄埔东宫1室1厅东南,104105997307,黄埔东宫,https://wh.ke.com/xiaoqu/3711100840633/,中楼层(共31层)|2008年建|1室1厅|60.92平米|东南,110,万,单价18057元/平米,4人关注/30天前发布,江岸,bp0ep200,l1
温馨小房，闹中取静，生活便利！业主诚心出售！,104105625456,长春街57号附2号,https://wh.ke.com/xiaoqu/3720029283942274/,低楼层(共2层)1室1厅|38.4平米|北,160,万,单价41667元/平米,22人关注/3月前发布,江岸,bp0ep200,l1
老证高楼层电梯房三阳路地铁口,104105784501,九运京汉名都,https://wh.ke.com/xiaoqu/3711059923758/,高楼层(共28层)|2004年建|1室1厅|60.43平米|东南,169,万,单价27967元/平米,5人关注/2月前发布,江岸,bp0ep200,l1
万科8号双阳台小户型东南朝向高层采光好满二,104105849992,香港路万科8号,https://wh.ke.com/xiaoqu/3710364734419429/,高楼层(共30层)|2005年建|1室1厅|50.5平米|东南,120,万,单价23763元/平米,12人关注/1月前发布,江岸,bp0ep200,l1
湖边坊社区，正规一房一厅，老证，房东诚心卖,104105665649,湖边坊社区,https://wh.ke.com/xiaoqu/3711060845255/,中楼层(共8层)1室1厅|45.67平米|东南,75,万,单价16423元/平米,52人关注/3月前发布,江岸,bp0ep200,l1
大智路金色未来东南向小户型带燃气,104105954412,金色未来,https://wh.ke.com/xiaoqu/378124183359272/,高楼层(共22层)|2001年建|1室1厅|34.99平米|南,80,万,单价22864元/平米,2人关注/1月前发布,江岸,bp0ep200,l1
兰陵大公馆1室1厅东南,104105663874,兰陵大公馆,https://wh.ke.com/xiaoqu/378033611558504/,中楼层(共16层)|2006年建|1室1厅|54.45平米|东南,130,万,单价23876元/平米,2人关注/3月前发布,江岸,bp0ep200,l1
育才三村1室1厅南北,104105543744,育才三村,https://wh.ke.com/xiaoqu/3711057024080/,中楼层(共7层)|1991年建|1室1厅|44.77平米|南北,73,万,单价16306元/平米,18人关注/3月前发布,江岸,bp0ep200,l1
精装修小户型明厨明卫带阳台,104105776648,三阳金城,https://wh.ke.com/xiaoqu/3711058090330/,中楼层(共32层)|2011年建|1室1厅|47.36平米|东北,141,万,单价29772元/平米,59人关注/2月前发布,江岸,bp0ep200,l1
必看好房安静社区电梯房单价便宜！,104105738900,安静后街,https://wh.ke.com/xiaoqu/3711060996415/,中楼层(共15层)|2003年建|1室1厅|68.89平米|西北,106,万,单价15387元/平米,3人关注/2月前发布,江岸,bp0ep200,l1
小区中间楼栋，赏公园景观，地铁3号线和8号线出行,104105913656,百步亭金桥汇II期,https://wh.ke.com/xiaoqu/376829173124157/,高楼层(共31层)|2016年建|1室1厅|68.81平米|南,122,万,单价17730元/平米,8人关注/1月前发布,江岸,bp0ep200,l1
市民之家旁，双地铁交汇，精装一室，可拎包入住,104105574553,百步亭金桥汇II期,https://wh.ke.com/xiaoqu/376829173124157/,中楼层(共31层)|2016年建|1室1厅|61.8平米|西南,107,万,单价17314元/平米,16人关注/3月前发布,江岸,bp0ep200,l1
老证，解放公园旁，曙光幼儿园旁，交通方便,104105793538,永清小路15号,https://wh.ke.com/xiaoqu/3711060441965/,低楼层(共6层)|1993年建|1室1厅|34.05平米|东北,65,万,单价19090元/平米,5人关注/2月前发布,江岸,bp0ep200,l1
楼层好地段好采光好正规一室一厅急售,104105949309,澳门路,https://wh.ke.com/xiaoqu/3711060843220/,中楼层(共7层)1室1厅|47.49平米|东南,75,万,单价15793元/平米,5人关注/1月前发布,江岸,bp0ep200,l1
解放公园旁满五唯一交通方便视野好解放社区,104105686016,解放公园路解放社区,https://wh.ke.com/xiaoqu/3720029644733834/,中楼层(共8层)|1995年建|1室1厅|60.9平米|东北,105,万,单价17242元/平米,8人关注/3月前发布,江岸,bp0ep200,l1
6号线苗栗路地铁口，首付30万，不愁租，满2年,104105860198,开源阳光城,https://wh.ke.com/xiaoqu/3711057983081/,高楼层(共18层)|2003年建|1室1厅|46.46平米|东,83.5,万,单价17973元/平米,12人关注/1月前发布,江岸,bp0ep200,l1
大智路住宅正规一居室业主诚心出售双地铁,104105734093,大智公寓,https://wh.ke.com/xiaoqu/3711060032524/,低楼层(共18层)|2002年建|1室0厅|46.92平米|南,75,万,单价15985元/平米,12人关注/2月前发布,江岸,bp0ep200,l1
业主诚心出售，精装一室电梯房..,104105581982,澳门银座,https://wh.ke.com/xiaoqu/377602269073955/,低楼层(共18层)|2007年建|1室1厅|42.4平米|南,69.9,万,单价16486元/平米,10人关注/3月前发布,江岸,bp0ep200,l1
地铁口70年住宅小户型，民水民电，老证，诚心出售,104106021223,华美国际,https://wh.ke.com/xiaoqu/378532744482779/,中楼层(共21层)|2005年建|1室1厅|53.4平米|东北,95,万,单价17791元/平米,6人关注/27天前发布,江岸,bp0ep200,l1
锦湖金利花园二期1室1厅南,104106049384,锦湖金利花园二期,https://wh.ke.com/xiaoqu/377264226259777/,低楼层(共18层)|2012年建|1室1厅|62.87平米|南,118,万,单价18769元/平米,4人关注/24天前发布,江岸,bp0ep200,l1
老证育一诚心出售低楼层采光好,104105750952,花惠社区,https://wh.ke.com/xiaoqu/3711544479150770/,低楼层(共3层)1室1厅|36.2平米|东南,130,万,单价35912元/平米,42人关注/2月前发布,江岸,bp0ep200,l1
丹枫苑二期1室1厅东,104105784489,丹枫苑二期,https://wh.ke.com/xiaoqu/3720022787202693/,高楼层(共13层)|2006年建|1室1厅|55.45平米|东,95,万,单价17133元/平米,4人关注/2月前发布,江岸,bp0ep200,l1
